Date,Region,Product,Salesperson,Customer_Type,Units_Sold,Unit_Price,Discount,Revenue,Cost,Gross_Profit,Gross_Margin,Sales_Target
2025-09-10,Port Harcourt,Product D,Salesperson 4,SME,234,45000,0.066,9835020.0,7090720.636462597,2744299.363537403,0.2790334298798989,9664384.394517792
2025-09-11,Kano,Product B,Salesperson 3,Corporate,426,22000,0.14,8059920.0,4919821.35814576,3140098.6418542396,0.389594269155803,7575579.122905655
2025-09-11,Port Harcourt,Product A,Salesperson 5,SME,347,15000,0.075,4814625.0,3644570.956590017,1170054.0434099832,0.24302080502842552,5238498.437034016
2025-09-11,Lagos,Product B,Salesperson 1,Corporate,422,22000,0.079,8550564.0,4881844.922570986,3668719.0774290143,0.42906164756254844,8679264.135442924
2025-09-11,Ibadan,Product A,Salesperson 6,SME,237,15000,0.112,3156840.0,1904609.0518026843,1252230.9481973157,0.39667228880694483,3531742.0024040705
2025-09-11,Port Harcourt,Product C,Salesperson 7,SME,125,30000,0.113,3326250.0,1925936.1066082467,1400313.8933917533,0.4209887691519739,3770768.4471992725
2025-09-13,Lagos,Product B,Salesperson 5,SME,72,22000,0.062,1485792.0,824157.4864879599,661634.5135120401,0.44530762954171255,1364316.741328581
2025-09-13,Lagos,Product B,Salesperson 6,Corporate,129,22000,0.033,2744346.0,1676573.770688098,1067772.229311902,0.3890807607028786,2912002.0081709935
2025-09-13,Abuja,Product C,Salesperson 8,SME,405,30000,0.084,11129400.0,6939403.202182753,4189996.797817247,0.37648002568128086,12415079.656237567
2025-09-14,Kano,Product D,Salesperson 7,Corporate,413,45000,0.031,18008865.0,12715319.880044302,5293545.119955698,0.2939410740185846,17252047.498821236
2025-09-14,Port Harcourt,Product D,Salesperson 5,Retail,245,45000,0.027,10727325.0,7288342.13615894,3438982.8638410596,0.32058158616813226,10485530.481775787
2025-09-14,Kano,Product A,Salesperson 5,SME,435,15000,0.019,6401025.0,4162529.6430018963,2238495.3569981037,0.3497088914663048,6269819.517689736
2025-09-15,Port Harcourt,Product C,Salesperson 5,SME,143,30000,0.016,4221360.0,2451793.2443630686,1769566.7556369314,0.41919351953799994,4451463.72129258
2025-09-15,Port Harcourt,Product E,Salesperson 8,SME,267,60000,0.085,14658300.0,9833511.167989112,4824788.832010888,0.3291506403887823,15473726.088488527
2025-09-16,Abuja,Product D,Salesperson 8,Corporate,277,45000,0.081,11455335.0,8568957.48178884,2886377.51821116,0.25196797109915686,13052390.48030021
2025-09-16,Kano,Product C,Salesperson 3,SME,492,30000,0.142,12664080.0,9325445.535003217,3338634.464996783,0.26363024120163353,12823594.26014576
2025-09-16,Lagos,Product A,Salesperson 7,SME,447,15000,0.126,5860170.0,3957034.067750249,1903135.932249751,0.3247578026319631,6025262.815204783
2025-09-16,Abuja,Product D,Salesperson 4,Retail,411,45000,0.031,17921655.0,11047903.041731285,6873751.958268715,0.3835444861687559,18583590.921809275
2025-09-18,Abuja,Product C,Salesperson 7,Retail,339,30000,0.041,9753030.0,7222147.192947174,2530882.8070528256,0.25949708009232264,10018498.336570695
2025-09-18,Kano,Product B,Salesperson 6,SME,51,22000,0.052,1063656.0,593277.0076224324,470378.99237756757,0.4422284952819028,1203034.277746736
2025-09-18,Ibadan,Product B,Salesperson 3,SME,336,22000,0.042,7081536.0,5231173.817458387,1850362.1825416125,0.26129390326358753,6619798.258997896
2025-09-18,Ibadan,Product C,Salesperson 5,SME,117,30000,0.15,2983500.0,2283601.0055477824,699898.9944522176,0.23458990931865847,2753073.9885605467
2025-09-18,Lagos,Product B,Salesperson 6,SME,281,22000,0.003,6163454.0,3887979.9124007095,2275474.0875992905,0.36918813502936676,6465350.473462033
2025-09-19,Lagos,Product D,Salesperson 2,SME,31,45000,0.095,1262475.0,936174.6842687308,326300.3157312692,0.25846081366464224,1374512.9440331224
2025-09-20,Kano,Product D,Salesperson 3,Corporate,246,45000,0.109,9863370.0,7246622.581446137,2616747.4185538627,0.2652995293245476,9449438.667873919
2025-09-21,Abuja,Product E,Salesperson 3,Retail,389,60000,0.062,21892920.0,14116150.458485175,7776769.541514825,0.35521846978451593,23075744.116159335
2025-09-21,Kano,Product A,Salesperson 4,Corporate,318,15000,0.005,4746150.0,3639679.6879895567,1106470.3120104433,0.23313007637989597,4867654.754568926
2025-09-21,Port Harcourt,Product B,Salesperson 1,Retail,458,22000,0.059,9481516.0,6713858.444734688,2767657.555265312,0.29190032008228556,10204563.425848035
2025-09-21,Lagos,Product B,Salesperson 1,Retail,191,22000,0.088,3832224.0,2271811.2071277983,1560412.7928722017,0.4071820417784038,3704860.9361619605
2025-09-22,Kano,Product E,Salesperson 2,SME,251,60000,0.029,14623260.0,10706434.919614427,3916825.080385573,0.2678489666726553,14883125.751848318
2025-09-23,Kano,Product C,Salesperson 7,SME,299,30000,0.023,8763690.0,6463146.474835806,2300543.5251641944,0.26250854664692547,8869136.250553956
2025-09-24,Port Harcourt,Product D,Salesperson 3,SME,421,45000,0.079,17448345.0,13565066.005124206,3883278.9948757943,0.222558586208365,19328959.104045246
2025-09-25,Kano,Product E,Salesperson 4,Retail,471,60000,0.002,28203480.0,21066464.711127788,7137015.288872212,0.2530544205492447,25761258.80881834
2025-09-25,Abuja,Product D,Salesperson 1,Retail,148,45000,0.102,5980680.0,4112207.6913329535,1868472.3086670465,0.31241803752533936,5541680.752122967
2025-09-25,Ibadan,Product E,Salesperson 5,Corporate,290,60000,0.115,15399000.0,11912864.01721122,3486135.9827887807,0.22638716688023772,16196924.863223203
2025-09-25,Lagos,Product C,Salesperson 8,SME,342,30000,0.1,9234000.0,7160153.917532317,2073846.0824676827,0.22458805311540855,10244497.6241704
2025-09-25,Abuja,Product E,Salesperson 2,SME,469,60000,0.127,24566220.0,17853057.79158422,6713162.20841578,0.2732680163417807,23336241.685258802
2025-09-25,Kano,Product E,Salesperson 3,Retail,230,60000,0.045,13179000.0,8426153.959901474,4752846.040098526,0.3606378359586103,12719044.197725326
2025-09-26,Lagos,Product B,Salesperson 5,SME,198,22000,0.039,4186116.0,2545205.9184877765,1640910.0815122235,0.3919886791269577,4288833.575113714
2025-09-27,Kano,Product A,Salesperson 5,Corporate,86,15000,0.043,1234530.0,804538.1539524143,429991.8460475857,0.34830408823405323,1341342.2011884833
2025-09-27,Lagos,Product C,Salesperson 3,Corporate,366,30000,0.146,9376920.0,7179774.947859316,2197145.052140684,0.23431415135680841,8754586.694789074
2025-09-27,Kano,Product B,Salesperson 4,Retail,196,22000,0.062,4044655.9999999995,2363973.7977994555,1680682.202200544,0.41553155625609306,4078970.102758258
2025-09-27,Kano,Product C,Salesperson 2,Corporate,308,30000,0.02,9055200.0,6305730.8886905415,2749469.1113094585,0.3036342776867942,9514544.967303203
2025-09-28,Kano,Product A,Salesperson 1,SME,384,15000,0.144,4930560.0,3347137.954884139,1583422.045115861,0.3211444633298978,4748369.843782509
2025-09-28,Lagos,Product E,Salesperson 7,SME,250,60000,0.011,14835000.0,10932199.29865034,3902800.7013496608,0.26308060002357,16500356.75114008
2025-09-28,Port Harcourt,Product A,Salesperson 8,SME,297,15000,0.14,3831300.0,2611109.9413374164,1220190.0586625836,0.318479382627981,3714285.297025515
2025-09-28,Abuja,Product E,Salesperson 2,SME,94,60000,0.043,5397480.0,2995462.189632717,2402017.810367283,0.4450257917337874,6188176.1650553085
2025-09-29,Lagos,Product D,Salesperson 6,SME,307,45000,0.096,12488760.0,8850485.490378147,3638274.509621853,0.291323919237927,14195236.164909804
2025-09-29,Ibadan,Product A,Salesperson 2,Corporate,381,15000,0.034,5520690.0,3464189.030349842,2056500.9696501582,0.3725079599923485,5851998.748180947
2025-09-30,Kano,Product B,Salesperson 6,Corporate,282,22000,0.008,6154368.0,3711168.9117671233,2443199.0882328767,0.39698618740915015,6443447.422517627
2025-09-30,Port Harcourt,Product C,Salesperson 7,Retail,239,30000,0.076,6625080.0,4749391.967675226,1875688.0323247742,0.28311930306121197,7460544.561719626
2025-09-30,Ibadan,Product C,Salesperson 5,SME,105,30000,0.096,2847600.0,2219156.935836075,628443.0641639251,0.2206921843531132,3197934.5439704806
2025-09-30,Kano,Product C,Salesperson 4,SME,23,30000,0.006,685860.0,457263.3020370361,228596.6979629639,0.333299358415659,727376.6741670803
2025-10-01,Port Harcourt,Product A,Salesperson 5,SME,258,15000,0.076,3575880.0,2683538.8368080324,892341.1631919676,0.2495444934371309,3825210.933557952
2025-10-01,Ibadan,Product C,Salesperson 2,Corporate,37,30000,0.078,1023420.0,653057.9439080135,370362.0560919865,0.36188667027416555,993586.7171443593
2025-10-01,Lagos,Product D,Salesperson 7,Retail,93,45000,0.09,3808350.0,2806875.413040479,1001474.5869595208,0.26296810612457383,4276258.223775815
2025-10-01,Ibadan,Product D,Salesperson 6,Retail,191,45000,0.121,7555005.0,5179996.087726663,2375008.912273337,0.3143623217024128,8155175.626222338
2025-10-02,Ibadan,Product B,Salesperson 1,Retail,463,22000,0.087,9299818.0,6584208.889698567,2715609.110301433,0.29200669414191044,9565753.843700405
2025-10-03,Abuja,Product D,Salesperson 8,Retail,347,45000,0.01,15458850.0,10258756.455545079,5200093.544454921,0.33638294856699696,17565847.119053956
2025-10-03,Lagos,Product B,Salesperson 8,SME,328,22000,0.128,6292352.0,3541456.3368799947,2750895.6631200053,0.4371808289046775,6093941.273116683
2025-10-04,Abuja,Product B,Salesperson 7,SME,302,22000,0.079,6119124.0,3675300.4490064224,2443823.5509935776,0.39937473909559235,5981083.573829619
2025-10-04,Port Harcourt,Product B,Salesperson 2,Retail,243,22000,0.125,4677750.0,3142597.7778578773,1535152.2221421227,0.32818175878191924,4898912.541807888
2025-10-04,Lagos,Product D,Salesperson 8,SME,223,45000,0.084,9192060.0,5783978.333759322,3408081.666240678,0.37076364451936544,8403474.48410563
2025-10-04,Abuja,Product E,Salesperson 7,Corporate,268,60000,0.04,15436800.0,9993644.232999736,5443155.767000264,0.35260907487304777,16034230.241530817
2025-10-04,Abuja,Product E,Salesperson 7,Corporate,136,60000,0.043,7809120.0,5222783.947598529,2586336.052401471,0.33119430261046967,7548887.773564421
2025-10-05,Lagos,Product D,Salesperson 7,Corporate,122,45000,0.084,5028840.0,3156469.494043759,1872370.505956241,0.37232652181342835,5596893.75441525
2025-10-05,Port Harcourt,Product B,Salesperson 3,Corporate,390,22000,0.03,8322600.0,6135260.096036757,2187339.9039632427,0.26281929973364604,9132666.710031869
2025-10-06,Abuja,Product E,Salesperson 4,SME,297,60000,0.048,16964640.0,13067898.157429628,3896741.842570372,0.2296978799768443,19234584.367784306
2025-10-07,Lagos,Product A,Salesperson 2,Corporate,397,15000,0.078,5490510.0,3314084.097607432,2176425.902392568,0.3963977667634825,5070819.624631178
2025-10-07,Lagos,Product A,Salesperson 6,Retail,396,15000,0.038,5714280.0,4200876.1959422575,1513403.8040577425,0.2648459305560355,6413901.207211031
2025-10-07,Ibadan,Product C,Salesperson 3,Corporate,380,30000,0.074,10556400.0,5860659.876875684,4695740.123124316,0.44482400469140204,9902293.488369295
2025-10-08,Kano,Product D,Salesperson 4,Corporate,371,45000,0.077,15409485.0,8757493.546872387,6651991.453127613,0.43168162032200386,14377864.369431643
2025-10-08,Port Harcourt,Product B,Salesperson 7,Corporate,475,22000,0.129,9101950.0,6978730.984997875,2123219.015002125,0.23327078428272238,9343677.394736845
2025-10-09,Lagos,Product E,Salesperson 4,Corporate,201,60000,0.061,11324340.0,7653434.673005202,3670905.326994798,0.32416064220915286,11329715.403613517
2025-10-09,Abuja,Product A,Salesperson 2,SME,342,15000,0.024,5006880.0,3124686.321916086,1882193.6780839139,0.37592146767725887,5138726.212767188
2025-10-09,Lagos,Product A,Salesperson 5,SME,343,15000,0.083,4717965.0,3670891.336555017,1047073.6634449828,0.22193332579724157,4446548.346426004
2025-10-10,Abuja,Product B,Salesperson 5,Retail,44,22000,0.079,891528.0,505944.8123244919,385583.1876755081,0.4324970025344219,842830.0575021222
2025-10-10,Ibadan,Product E,Salesperson 3,Retail,171,60000,0.019,10065060.0,7636018.090043782,2429041.9099562177,0.24133407152627184,11189860.739228312
2025-10-10,Lagos,Product A,Salesperson 2,SME,402,15000,0.005,5999850.0,3549992.1481642877,2449857.8518357123,0.40831984996886794,6623565.683256029
2025-10-11,Abuja,Product C,Salesperson 7,Retail,339,30000,0.135,8797050.0,5924138.919289339,2872911.0807106607,0.3265766456608364,8169468.328930161
2025-10-11,Abuja,Product A,Salesperson 2,Retail,172,15000,0.007,2561940.0,1613989.2084870443,947950.7915129557,0.3700128775509792,2767418.038457436
2025-10-12,Lagos,Product A,Salesperson 1,SME,170,15000,0.006,2534700.0,1548646.8240808987,986053.1759191013,0.3890216498674799,2503787.444919419
2025-10-12,Abuja,Product A,Salesperson 7,Corporate,70,15000,0.14,903000.0,576392.3458494768,326607.65415052325,0.36169175431951633,852667.1053192739
2025-10-12,Ibadan,Product D,Salesperson 8,SME,44,45000,0.056,1869120.0,1313815.2598750268,555304.7401249732,0.29709421552654364,1999434.2204314778
2025-10-12,Port Harcourt,Product B,Salesperson 3,Retail,210,22000,0.017,4541460.0,2722111.3206187156,1819348.6793812844,0.4006087644460778,4984714.983855888
2025-10-12,Kano,Product D,Salesperson 3,Corporate,345,45000,0.076,14345100.0,8760199.64091399,5584900.359086011,0.3893246027623377,12977189.704439305
2025-10-12,Port Harcourt,Product E,Salesperson 6,Corporate,98,60000,0.094,5327280.0,3017614.8252361305,2309665.1747638695,0.4335543044037238,5067310.766944482
2025-10-12,Ibadan,Product C,Salesperson 2,Retail,70,30000,0.026,2045400.0,1355108.5883118368,690291.4116881632,0.33748480086445837,2289393.15830481
2025-10-13,Abuja,Product D,Salesperson 5,SME,466,45000,0.024,20466720.0,11455979.08708427,9010740.91291573,0.4402630667207902,20602024.491822258
2025-10-14,Abuja,Product B,Salesperson 4,Corporate,388,22000,0.112,7579968.0,4971616.2702296125,2608351.7297703875,0.3441111795947407,7684117.361777216
2025-10-14,Ibadan,Product A,Salesperson 2,Retail,57,15000,0.074,791730.0,592766.4797001939,198963.52029980614,0.2513022372523539,888537.2811164121
2025-10-15,Lagos,Product C,Salesperson 6,SME,351,30000,0.051,9992970.0,6900322.669678694,3092647.3303213064,0.30948229908838976,9543264.182836805
2025-10-15,Lagos,Product A,Salesperson 8,Retail,298,15000,0.097,4036410.0,3078172.3190996274,958237.6809003726,0.2373985003754258,4356091.367915627
2025-10-15,Ibadan,Product D,Salesperson 1,Corporate,90,45000,0.038,3896100.0,2360352.627815171,1535747.3721848289,0.3941755530363258,3530719.7309792764
2025-10-15,Lagos,Product C,Salesperson 1,Retail,235,30000,0.142,6048900.0,4282341.835575045,1766558.164424955,0.29204618433516094,6475094.95686589
2025-10-16,Abuja,Product B,Salesperson 2,SME,343,22000,0.028,7334712.0,5483430.564623289,1851281.4353767112,0.2524000172572163,6793451.770594981
2025-10-16,Ibadan,Product D,Salesperson 5,Corporate,215,45000,0.017,9510525.0,5749763.868091668,3760761.131908332,0.39543149635885844,9323791.733271135
2025-10-16,Abuja,Product B,Salesperson 8,SME,147,22000,0.077,2984982.0,1885554.3423463528,1099427.6576536472,0.3683196942740852,3351727.24129184
2025-10-16,Ibadan,Product D,Salesperson 2,SME,402,45000,0.083,16588530.0,11362623.868274717,5225906.131725283,0.3150312976330804,17905848.33460354
2025-10-16,Lagos,Product C,Salesperson 2,Corporate,463,30000,0.005,13820550.0,8210897.873874738,5609652.126125262,0.4058921045924556,14588167.270971889
2025-10-16,Kano,Product E,Salesperson 3,Retail,442,60000,0.085,24265800.0,14348892.56642067,9916907.43357933,0.40867836352312015,23594561.928992745
2025-10-16,Abuja,Product C,Salesperson 3,Retail,302,30000,0.113,8036220.0,4732480.913726843,3303739.086273157,0.41110610290325017,8000789.507267557
2025-10-18,Kano,Product E,Salesperson 8,Retail,154,60000,0.066,8630160.0,6457907.134144883,2172252.8658551173,0.251704819592582,8139944.58552249
2025-10-19,Lagos,Product A,Salesperson 1,SME,21,15000,0.132,273420.0,152386.12636236465,121033.87363763535,0.4426664971020238,260062.99650491434
2025-10-19,Lagos,Product E,Salesperson 6,SME,410,60000,0.063,23050200.0,16855858.813590817,6194341.186409183,0.2687326438125996,23953758.52986962
2025-10-20,Lagos,Product A,Salesperson 4,SME,454,15000,0.118,6006420.0,4423929.762708881,1582490.237291119,0.26346646376562394,6011709.803801089
2025-10-20,Kano,Product C,Salesperson 5,SME,41,30000,0.097,1110690.0,775738.6539662901,334951.34603370994,0.3015705066523602,1036228.4032570462
2025-10-20,Kano,Product E,Salesperson 4,Retail,97,60000,0.117,5139060.0,3563749.395519607,1575310.6044803932,0.3065367215950764,4899886.720862383
2025-10-21,Kano,Product B,Salesperson 3,Corporate,130,22000,0.091,2599740.0,1751200.1917497562,848539.8082502438,0.32639410412204445,2818171.5484797237
2025-10-22,Kano,Product E,Salesperson 3,Retail,329,60000,0.073,18298980.0,11093971.510508096,7205008.489491904,0.39373825696797876,19008443.355513886
2025-10-22,Port Harcourt,Product E,Salesperson 8,SME,57,60000,0.099,3081420.0,2264740.992199272,816679.0078007281,0.26503333132151025,3075279.9122836203
2025-10-22,Port Harcourt,Product B,Salesperson 2,Retail,396,22000,0.146,7440048.0,4764165.534351216,2675882.4656487843,0.35965930134439783,7152323.669979898
2025-10-23,Kano,Product E,Salesperson 2,Retail,190,60000,0.113,10111800.0,7772295.153098893,2339504.8469011066,0.23136383699253413,10427006.071351707
2025-10-23,Lagos,Product C,Salesperson 5,Corporate,66,30000,0.03,1920600.0,1359701.4324915025,560898.5675084975,0.292043407012651,2019563.5243694051
2025-10-23,Kano,Product E,Salesperson 4,SME,406,60000,0.062,22849680.0,16449917.556918763,6399762.443081237,0.2800810533487225,26093534.38752116
2025-10-23,Lagos,Product D,Salesperson 1,Retail,411,45000,0.092,16793460.0,9739843.497354502,7053616.502645498,0.42002163357911343,17347269.25291207
2025-10-23,Port Harcourt,Product A,Salesperson 4,Retail,199,15000,0.037,2874555.0,1796466.75246287,1078088.24753713,0.37504526701946217,2867044.6246265457
2025-10-23,Kano,Product C,Salesperson 2,SME,330,30000,0.016,9741600.0,6556298.780624883,3185301.2193751168,0.3269792661754862,10018389.716953665
2025-10-24,Kano,Product C,Salesperson 3,SME,40,30000,0.103,1076400.0,829668.4946880718,246731.50531192822,0.22921916138231904,1097360.3768605012
2025-10-25,Lagos,Product E,Salesperson 7,Retail,21,60000,0.057,1188180.0,793865.4502467593,394314.54975324066,0.33186432169641017,1253337.208671848
2025-10-25,Kano,Product D,Salesperson 7,SME,335,45000,0.011,14909175.0,8251349.848292963,6657825.151707037,0.4465589244010508,15482548.011270914
2025-10-27,Kano,Product B,Salesperson 3,SME,431,22000,0.018,9311324.0,6738011.544988782,2573312.455011218,0.2763637539635843,9669428.401767226
2025-10-28,Abuja,Product C,Salesperson 5,SME,113,30000,0.102,3044220.0,1836019.563867102,1208200.436132898,0.3968834171422887,3375465.800333746
2025-10-28,Ibadan,Product A,Salesperson 5,Retail,156,15000,0.045,2234700.0,1587224.655062906,647475.344937094,0.28973703178820154,2446777.8583724117
2025-10-28,Kano,Product A,Salesperson 5,Corporate,139,15000,0.026,2030790.0,1558917.3280415176,471872.67195848236,0.23235916660929115,1895428.3203878903
2025-10-28,Port Harcourt,Product E,Salesperson 3,Corporate,489,60000,0.138,25291080.0,15917987.308086026,9373092.691913974,0.370608637192005,26263357.344994247
2025-10-28,Abuja,Product A,Salesperson 4,Corporate,453,15000,0.054,6428070.0,4047377.655010326,2380692.344989674,0.37035880831877593,5871310.19101592
2025-10-29,Port Harcourt,Product D,Salesperson 3,Corporate,270,45000,0.01,12028500.0,6885987.551257614,5142512.448742386,0.42752732666104554,12667793.148586595
2025-10-29,Port Harcourt,Product B,Salesperson 6,Retail,32,22000,0.141,604736.0,392318.99436940526,212417.00563059474,0.351255763888035,616214.9018144245
2025-10-29,Ibadan,Product E,Salesperson 5,Corporate,358,60000,0.001,21458520.0,12671267.566639658,8787252.433360342,0.4094994637729136,22062528.655416697
2025-10-29,Lagos,Product C,Salesperson 2,Corporate,362,30000,0.041,10414740.0,6840220.483610305,3574519.516389695,0.34321735505540174,10309147.622995304
2025-10-30,Lagos,Product A,Salesperson 3,Corporate,50,15000,0.08,690000.0,425099.323883228,264900.676116772,0.3839140233576406,624847.0440950161
2025-10-30,Ibadan,Product D,Salesperson 4,SME,249,45000,0.003,11171385.0,7710181.802162977,3461203.197837023,0.30982758161472573,12589845.358773226
2025-10-30,Lagos,Product D,Salesperson 1,Retail,105,45000,0.062,4432050.0,2744620.421737219,1687429.5782627808,0.3807334254493476,4490772.55819586
2025-10-30,Abuja,Product C,Salesperson 5,Retail,175,30000,0.13,4567500.0,3138269.5848317896,1429230.4151682104,0.3129130629815458,4798275.027276668
2025-10-31,Abuja,Product A,Salesperson 3,SME,416,15000,0.132,5416320.0,4118322.852681459,1297997.147318541,0.23964557989899804,5971375.15794407
2025-11-01,Lagos,Product A,Salesperson 5,SME,375,15000,0.12,4950000.0,2907582.6076733707,2042417.3923266293,0.41260957420739985,5552123.08938105
2025-11-01,Kano,Product C,Salesperson 1,Retail,101,30000,0.111,2693670.0,1760477.6440662006,933192.3559337994,0.3464390054957732,3008659.2780603636
2025-11-01,Abuja,Product D,Salesperson 4,Retail,413,45000,0.047,17711505.0,10375804.748842418,7335700.251157582,0.4141771267409281,19931641.891520314
2025-11-01,Port Harcourt,Product D,Salesperson 7,Corporate,389,45000,0.131,15211845.0,11060843.995316567,4151001.004683433,0.2728795228115612,13940241.223177
2025-11-01,Ibadan,Product C,Salesperson 1,Corporate,394,30000,0.148,10070640.0,6035158.478353824,4035481.5216461765,0.4007174838586402,11042916.658933572
2025-11-02,Abuja,Product D,Salesperson 2,Corporate,162,45000,0.1,6561000.0,3794860.2366668927,2766139.7633331073,0.4216033780419307,6074791.462550471
2025-11-02,Ibadan,Product A,Salesperson 6,SME,141,15000,0.079,1947915.0,1156681.8795150497,791233.1204849503,0.4061948906830895,1967054.8584291975
2025-11-02,Kano,Product B,Salesperson 6,SME,308,22000,0.011,6701464.0,4287028.3503627535,2414435.6496372465,0.36028480487804554,7303861.671437008
2025-11-03,Lagos,Product A,Salesperson 2,SME,466,15000,0.147,5962470.0,4639307.290282979,1323162.7097170213,0.2219151978487139,5927940.681873014
2025-11-04,Kano,Product D,Salesperson 4,Corporate,496,45000,0.084,20445120.0,14919832.858198192,5525287.141801808,0.27024968020739465,20415772.23392469
2025-11-05,Lagos,Product C,Salesperson 1,Corporate,296,30000,0.129,7734480.0,4733368.042679764,3001111.9573202357,0.3880172884693264,8802710.811445113
2025-11-05,Kano,Product A,Salesperson 4,SME,75,15000,0.051,1067625.0,769773.8337004489,297851.16629955114,0.27898481798342223,1016876.6940200304
2025-11-05,Kano,Product A,Salesperson 4,Corporate,340,15000,0.083,4676700.0,3111209.8961154786,1565490.1038845214,0.3347424688101699,4941475.877966661
2025-11-05,Port Harcourt,Product D,Salesperson 5,Retail,314,45000,0.008,14016960.0,7862520.535474209,6154439.464525791,0.4390709158423646,12831406.561341947
2025-11-06,Ibadan,Product C,Salesperson 6,Retail,33,30000,0.103,888030.0,638745.765834778,249284.23416522203,0.2807160052759727,829841.5726652971
2025-11-06,Ibadan,Product E,Salesperson 2,SME,130,60000,0.146,6661200.0,4437609.668490749,2223590.331509251,0.3338122757925375,7609632.519291467
2025-11-06,Abuja,Product E,Salesperson 2,Retail,176,60000,0.038,10158720.0,5990598.1589071965,4168121.8410928035,0.4102999040324769,11467856.437080704
2025-11-07,Lagos,Product E,Salesperson 4,Corporate,91,60000,0.023,5334420.0,3747558.0801446103,1586861.9198553897,0.2974759992380408,5543883.913156935
2025-11-08,Kano,Product C,Salesperson 3,SME,125,30000,0.043,3588750.0,2059469.441690973,1529280.558309027,0.4261318170140096,3786381.4012176623
2025-11-08,Lagos,Product D,Salesperson 1,SME,17,45000,0.119,673965.0,459893.26109634194,214071.73890365806,0.3176303500977915,652842.4111764632
2025-11-08,Kano,Product A,Salesperson 6,SME,389,15000,0.126,5099790.0,3720708.1600488573,1379081.8399511427,0.27041933882594044,4673756.303034898
2025-11-09,Lagos,Product C,Salesperson 3,SME,410,30000,0.05,11685000.0,8360362.220166278,3324637.779833722,0.2845218467979223,11141454.06300756
2025-11-09,Port Harcourt,Product C,Salesperson 6,Corporate,432,30000,0.005,12895200.0,9788115.501618844,3107084.4983811565,0.24094891885206562,13394948.718333017
2025-11-09,Abuja,Product E,Salesperson 8,SME,187,60000,0.019,11006820.0,7258028.50723536,3748791.4927646397,0.340588062016517,11124012.42842703
2025-11-10,Lagos,Product C,Salesperson 2,SME,112,30000,0.048,3198720.0,2246999.8421249106,951720.1578750894,0.29753156196074976,3171092.2432475295
2025-11-10,Port Harcourt,Product B,Salesperson 4,Retail,118,22000,0.107,2318228.0,1280008.0585510172,1038219.9414489828,0.44785066069816376,2220263.3638730384
2025-11-10,Kano,Product B,Salesperson 8,SME,499,22000,0.078,10121716.0,6817471.122953388,3304244.877046612,0.3264510560310734,9689307.724223208
2025-11-11,Kano,Product C,Salesperson 1,Corporate,285,30000,0.095,7737750.0,5280057.886970627,2457692.113029373,0.3176236131988463,8414777.947096538
2025-11-12,Abuja,Product C,Salesperson 5,Retail,311,30000,0.048,8882160.0,6638756.23071906,2243403.7692809403,0.2525741226549556,9839040.627769552
2025-11-12,Port Harcourt,Product B,Salesperson 8,Retail,262,22000,0.131,5008916.0,3296654.5785223693,1712261.4214776307,0.3418427103743865,5016833.883844959
2025-11-12,Port Harcourt,Product E,Salesperson 5,Corporate,144,60000,0.091,7853760.0,4327442.991776353,3526317.0082236473,0.44899729660998644,7980959.901305926
2025-11-13,Ibadan,Product C,Salesperson 5,Corporate,119,30000,0.029,3466470.0,2275167.5093151666,1191302.4906848334,0.3436644455843649,3467721.0050508315
2025-11-14,Ibadan,Product B,Salesperson 5,Corporate,167,22000,0.104,3291904.0,2293221.7176560625,998682.2823439375,0.3033752753251424,3622978.0409357217
2025-11-14,Port Harcourt,Product C,Salesperson 5,SME,469,30000,0.139,12114270.0,7180629.030027919,4933640.969972081,0.4072586272199712,11280245.539501248
2025-11-14,Abuja,Product E,Salesperson 2,SME,169,60000,0.094,9186840.0,6766870.428923104,2419969.571076896,0.2634169715676877,10269020.001223238
2025-11-14,Kano,Product A,Salesperson 1,Corporate,431,15000,0.134,5598690.0,3543034.032191962,2055655.967808038,0.3671673137480443,5311224.2182486
2025-11-14,Port Harcourt,Product D,Salesperson 8,Retail,342,45000,0.068,14343480.0,10357100.07426039,3986379.9257396106,0.2779227862233998,15095413.879611282
2025-11-14,Lagos,Product B,Salesperson 4,Corporate,349,22000,0.079,7071438.0,4093670.049994249,2977767.950005751,0.4210979365166959,7142407.3168980535
2025-11-14,Port Harcourt,Product C,Salesperson 1,SME,322,30000,0.07,8983800.0,5958775.101394372,3025024.898605628,0.33671997357528305,9099570.549427435
2025-11-14,Kano,Product C,Salesperson 1,Corporate,115,30000,0.004,3436200.0,2217686.4878703197,1218513.5121296803,0.3546107654181015,3663284.9635827625
2025-11-14,Kano,Product C,Salesperson 8,SME,311,30000,0.02,9143400.0,5517336.705233858,3626063.294766142,0.3965771260981847,9312115.011053633
2025-11-15,Ibadan,Product C,Salesperson 1,SME,391,30000,0.018,11518860.0,8049680.4507219205,3469179.5492780795,0.3011738617604589,12873509.119161766
2025-11-15,Lagos,Product B,Salesperson 8,Corporate,186,22000,0.136,3535488.0,2526876.360073072,1008611.6399269281,0.28528215621914943,3987372.9974340755
2025-11-16,Kano,Product A,Salesperson 8,SME,205,15000,0.055,2905875.0,2156685.9784682016,749189.0215317984,0.25781873670815103,3080293.170294959
